0.0000000e+00	5.6730717e-01	1.6596425e-01	4.2015874e-02	3.2104824e-01	1.5642276e-01	3.5351300e-01	3.2055653e-01	1.4605351e-01	3.5544685e-01	3.9887587e-01	2.9752516e-01	1.4314328e-01	2.7539555e-01	2.3126685e-01	2.7857219e-01
5.6730717e-01	0.0000000e+00	1.9577013e-01	4.8762620e-02	2.6811517e-01	1.5092122e-01	3.5555636e-01	2.7690264e-01	1.5834961e-01	3.7298689e-01	3.2628236e-01	2.9888772e-01	5.8513268e-02	3.3558269e-01	2.5567389e-01	3.4050376e-01
1.6596425e-01	1.9577013e-01	0.0000000e+00	6.8000119e-01	2.1172784e-01	2.4184670e-01	2.2108526e-01	3.2184628e-01	2.0583648e-01	2.5739322e-01	3.1603470e-01	2.3670898e-01	4.1000183e-01	2.1016407e-01	2.3857071e-01	3.4037512e-01
4.2015874e-02	4.8762620e-02	6.8000119e-01	0.0000000e+00	1.8394315e-01	2.2202160e-01	6.8295666e-02	2.8678926e-01	1.6482820e-01	1.7672474e-01	1.7346582e-01	1.5756534e-01	5.7522585e-01	1.0382464e-01	1.3128314e-01	2.6119006e-01
3.2104824e-01	2.6811517e-01	2.1172784e-01	1.8394315e-01	0.0000000e+00	2.4448201e-01	2.4635283e-01	3.2674425e-01	2.0354708e-01	3.7203758e-01	2.5094910e-01	2.5806338e-01	2.5728842e-01	2.7709835e-01	2.2359470e-01	2.6196792e-01
1.5642276e-01	1.5092122e-01	2.4184670e-01	2.2202160e-01	2.4448201e-01	0.0000000e+00	1.1541166e-01	1.8122694e-01	2.6565797e-01	2.2123429e-01	1.2592177e-01	1.5189712e-01	1.2042788e-01	2.0675082e-01	2.0862716e-01	2.2254626e-01
3.5351300e-01	3.5555636e-01	2.2108526e-01	6.8295666e-02	2.4635283e-01	1.1541166e-01	0.0000000e+00	4.2805388e-01	1.8914000e-01	3.3651524e-01	5.0726275e-01	3.1328817e-01	1.1613786e-01	3.0045804e-01	2.7433826e-01	3.3799613e-01
3.2055653e-01	2.7690264e-01	3.2184628e-01	2.8678926e-01	3.2674425e-01	1.8122694e-01	4.2805388e-01	0.0000000e+00	2.1442170e-01	3.9090587e-01	4.3892211e-01	2.6570501e-01	2.7724847e-01	2.8114675e-01	2.2961288e-01	3.1108217e-01
1.4605351e-01	1.5834961e-01	2.0583648e-01	1.6482820e-01	2.0354708e-01	2.6565797e-01	1.8914000e-01	2.1442170e-01	0.0000000e+00	2.0703612e-01	2.0399913e-01	1.9023127e-01	1.2734890e-01	2.2384676e-01	2.0175498e-01	2.4362732e-01
3.5544685e-01	3.7298689e-01	2.5739322e-01	1.7672474e-01	3.7203758e-01	2.2123429e-01	3.3651524e-01	3.9090587e-01	2.0703612e-01	0.0000000e+00	3.1907349e-01	3.9110690e-01	2.0573982e-01	3.5005414e-01	3.5288709e-01	3.3848524e-01
3.9887587e-01	3.2628236e-01	3.1603470e-01	1.7346582e-01	2.5094910e-01	1.2592177e-01	5.0726275e-01	4.3892211e-01	2.0399913e-01	3.1907349e-01	0.0000000e+00	2.9430546e-01	2.5216587e-01	3.0907827e-01	2.3939889e-01	3.5829279e-01
2.9752516e-01	2.9888772e-01	2.3670898e-01	1.5756534e-01	2.5806338e-01	1.5189712e-01	3.1328817e-01	2.6570501e-01	1.9023127e-01	3.9110690e-01	2.9430546e-01	0.0000000e+00	1.3346956e-01	4.3088112e-01	4.0103994e-01	5.0299725e-01
1.4314328e-01	5.8513268e-02	4.1000183e-01	5.7522585e-01	2.5728842e-01	1.2042788e-01	1.1613786e-01	2.7724847e-01	1.2734890e-01	2.0573982e-01	2.5216587e-01	1.3346956e-01	0.0000000e+00	1.4658679e-01	1.6333827e-01	2.2914814e-01
2.7539555e-01	3.3558269e-01	2.1016407e-01	1.0382464e-01	2.7709835e-01	2.0675082e-01	3.0045804e-01	2.8114675e-01	2.2384676e-01	3.5005414e-01	3.0907827e-01	4.3088112e-01	1.4658679e-01	0.0000000e+00	3.8415287e-01	5.2889038e-01
2.3126685e-01	2.5567389e-01	2.3857071e-01	1.3128314e-01	2.2359470e-01	2.0862716e-01	2.7433826e-01	2.2961288e-01	2.0175498e-01	3.5288709e-01	2.3939889e-01	4.0103994e-01	1.6333827e-01	3.8415287e-01	0.0000000e+00	4.9231233e-01
2.7857219e-01	3.4050376e-01	3.4037512e-01	2.6119006e-01	2.6196792e-01	2.2254626e-01	3.3799613e-01	3.1108217e-01	2.4362732e-01	3.3848524e-01	3.5829279e-01	5.0299725e-01	2.2914814e-01	5.2889038e-01	4.9231233e-01	0.0000000e+00
